report_date,keyword,rubicon_paid_impressions,rubicon_revenue,dfp_impressions,value_cpm
2016-02-18,gut_at_m_3_3,41504,10.39,51443.0,0.17773459
2016-02-17,gut_at_m_5_1,498,0.23,505.0,0.40079209
2016-02-18,gut_at_m_5_1,643,0.33,797.0,0.36436639
2016-02-17,gut_bro_m_25_1,923,0.08,935.0,0.07529412
2016-02-18,gut_bro_m_25_1,525,0.04,643.0,0.05474339
2016-02-17,gut_bro_m_25_3,1928,0.46,1954.0,0.20716479
2016-02-18,gut_bro_m_25_3,1192,0.27,1477.0,0.16086663
2016-02-17,gut_bro_m_39_1,48,0.01,45.0,0.19555555
2016-02-18,gut_bro_m_39_1,14,0.0,17.0,0.0
2016-02-17,gut_bro_m_39_3,82,0.02,76.0,0.23157894
2016-02-18,gut_bro_m_39_3,64,0.02,79.0,0.22278481
2016-02-18,gut_bud_m_1_1,24,0.0,30.0,0.0
2016-02-18,gut_bud_m_1_3,21,0.0,26.0,0.0
2016-02-18,gut_bud_m_2_1,10,0.0,12.0,0.0
2016-02-17,gut_cs_m_2_1,1898,0.22,1915.0,0.10109661
2016-02-18,gut_cs_m_2_1,1807,0.18,2237.0,0.07080912
2016-02-17,gut_cs_m_2_3,5440,1.16,5512.0,0.18519593
2016-02-18,gut_cs_m_2_3,7104,1.44,8795.0,0.14408187
2016-02-18,gut_cs_m_33_1,17,0.0,21.0,0.0
2016-02-17,gut_cs_m_33_3,43,0.01,44.0,0.2
2016-02-18,gut_cs_m_33_3,215,0.04,266.0,0.13233082
2016-02-17,gut_cs_m_3_1,765,0.09,775.0,0.10219355
2016-02-18,gut_cs_m_3_1,852,0.08,1056.0,0.06666667
2016-02-17,gut_els_m_11_1,30097,3.32,30497.0,0.09579958
2016-02-18,gut_els_m_11_1,24964,3.24,30942.0,0.0921466
2016-02-17,gut_els_m_11_3,91157,19.73,92367.0,0.18797189
2016-02-18,gut_els_m_11_3,88734,19.13,109983.0,0.15306365
2016-02-17,gut_els_m_12_1,10924,0.92,11069.0,0.07314121
2016-02-18,gut_els_m_12_1,8653,0.93,10725.0,0.07630769
2016-02-17,gut_els_m_12_3,29387,4.16,29777.0,0.12294052
2016-02-18,gut_els_m_12_3,25144,3.59,31165.0,0.10137012
2016-02-17,gut_els_m_13_3,137,0.02,139.0,0.1266187
2016-02-18,gut_els_m_13_3,1476,0.18,1829.0,0.08660471
2016-02-17,gut_els_m_1_1,495,0.03,502.0,0.05258964
2016-02-18,gut_els_m_1_1,630,0.05,781.0,0.05633803
2016-02-17,gut_els_m_1_3,5216,0.87,5285.0,0.14486282
2016-02-18,gut_els_m_1_3,4804,0.85,5954.0,0.12562983
2016-02-17,gut_end_m_1_3,133,0.03,135.0,0.19555555
2016-02-18,gut_end_m_1_3,435,0.06,539.0,0.09795918
2016-02-17,gut_end_m_99_1,131,0.02,133.0,0.13233082
2016-02-18,gut_end_m_99_1,80,0.01,99.0,0.08888889
2016-02-17,gut_end_m_99_3,113,0.01,114.0,0.07719298
2016-02-18,gut_end_m_99_3,74,0.01,92.0,0.09565217
2016-02-17,gut_epi_m_3_1,15,0.0,13.0,0.0
2016-02-18,gut_epi_m_3_1,16,0.0,17.0,0.0
2016-02-17,gut_epi_m_3_3,221,0.07,224.0,0.275
2016-02-18,gut_epi_m_3_3,188,0.08,233.0,0.30214592
2016-02-17,gut_fnb1_m_320x50,7654,4.88,7756.0,0.55368748
2016-02-18,gut_fnb1_m_320x50,7172,5.08,8889.0,0.50291371
2016-02-17,gut_hwy_m_2,1344,0.36,1362.0,0.23259913
2016-02-18,gut_hwy_m_2,679,0.35,842.0,0.36579572
2016-02-17,gut_jam_m_20_1,2115,0.68,2143.0,0.27923472
2016-02-18,gut_jam_m_20_1,1585,0.67,1965.0,0.3000509
2016-02-17,gut_jam_m_20_3,1741,0.48,1764.0,0.23945578
2016-02-18,gut_jam_m_20_3,1363,0.38,1689.0,0.19798697
2016-02-17,gut_jam_m_20_4,1719,0.46,1742.0,0.23237658
2016-02-18,gut_jam_m_20_4,1381,0.38,1712.0,0.1953271
2016-02-17,gut_jam_m_4_1,102,0.02,103.0,0.17087378
2016-02-18,gut_jam_m_4_1,25,0.01,31.0,0.28387096
2016-02-17,gut_lau_m_1,157,0.7,159.0,3.87421377
2016-02-18,gut_lau_m_1,108,0.49,134.0,3.21791051
2016-02-17,gut_lau_m_99_3,123,0.05,125.0,0.35200001
2016-02-18,gut_lau_m_99_3,138,0.04,171.0,0.20584795
2016-02-17,gut_mar_m_1_1,1589,0.57,1610.0,0.31155279
2016-02-18,gut_mar_m_1_1,123,0.03,152.0,0.17368421
2016-02-17,gut_mar_m_1_3,1737,0.6,1760.0,0.30000001
2016-02-18,gut_mar_m_1_3,132,0.03,164.0,0.16097561
2016-02-17,gut_mh_m_2_1,857,0.08,868.0,0.08110599
2016-02-18,gut_mh_m_2_1,829,0.1,1028.0,0.08560311
2016-02-17,gut_mh_m_2_3,3449,0.66,3495.0,0.16618026
2016-02-18,gut_mh_m_2_3,3669,0.78,4548.0,0.15092348
2016-02-18,gut_mh_m_3_3,11,0.0,14.0,0.0
2016-02-17,gut_mor_m_1_1,16,0.01,16.0,0.54999999
2016-02-18,gut_mor_m_1_1,30,0.01,37.0,0.23783783
2016-02-17,gut_mor_m_1_3,28,0.02,28.0,0.62857141
2016-02-18,gut_mor_m_1_3,36,0.01,45.0,0.19555555
2016-02-17,gut_mor_m_2_1,48,0.0,49.0,0.0
2016-02-18,gut_mor_m_2_1,48,0.0,59.0,0.0
2016-02-17,gut_new_m_100_3,18,0.0,18.0,0.0
2016-02-18,gut_new_m_100_3,11,0.0,14.0,0.0
2016-02-17,gut_new_m_100_4,15,0.0,15.0,0.0
2016-02-18,gut_new_m_100_4,10,0.0,12.0,0.0
2016-02-17,gut_nin_m_1_3,17,0.0,17.0,0.0
2016-02-18,gut_nin_m_1_3,35,0.01,43.0,0.20465116
