report_date,keyword,rubicon_paid_impressions,rubicon_revenue,dfp_impressions,value_cpm
2016-02-15,gut_end_m_99_1,255,0.03,272.0,0.09705882
2016-02-14,gut_end_m_99_3,101,0.01,102.0,0.08627451
2016-02-15,gut_end_m_99_3,234,0.02,250.0,0.0704
2016-02-14,gut_epi_m_3_1,55,0.01,50.0,0.176
2016-02-15,gut_epi_m_3_1,33,0.01,29.0,0.30344827
2016-02-14,gut_epi_m_3_3,394,0.1,397.0,0.22166247
2016-02-15,gut_epi_m_3_3,367,0.08,392.0,0.17959183
2016-02-14,gut_fnb1_m_320x50,6848,4.9,6897.0,0.62519937
2016-02-15,gut_fnb1_m_320x50,7502,5.14,8015.0,0.56434184
2016-02-14,gut_hwy_m_2,305,0.09,307.0,0.25798047
2016-02-15,gut_hwy_m_2,274,0.08,293.0,0.24027303
2016-02-14,gut_jam_m_20_1,12926,2.76,13018.0,0.18657244
2016-02-15,gut_jam_m_20_1,2819,0.61,3012.0,0.17822046
2016-02-14,gut_jam_m_20_3,11364,1.51,11445.0,0.1161031
2016-02-15,gut_jam_m_20_3,2646,0.36,2827.0,0.11206226
2016-02-14,gut_jam_m_20_4,11545,1.56,11628.0,0.11805985
2016-02-15,gut_jam_m_20_4,2671,0.35,2854.0,0.10791871
2016-02-14,gut_jam_m_4_1,338,0.07,340.0,0.18117647
2016-02-15,gut_jam_m_4_1,42,0.01,45.0,0.19555555
2016-02-14,gut_jam_m_4_2,19,0.01,19.0,0.46315788
2016-02-14,gut_mar_m_1_1,239,0.05,241.0,0.18257262
2016-02-15,gut_mar_m_1_1,1230,0.29,1314.0,0.19421613
2016-02-14,gut_mar_m_1_3,263,0.06,265.0,0.19924528
2016-02-15,gut_mar_m_1_3,1358,0.21,1451.0,0.12736044
2016-02-14,gut_mh_m_2_1,1505,0.14,1516.0,0.08126649
2016-02-15,gut_mh_m_2_1,959,0.1,1025.0,0.08585366
2016-02-14,gut_mh_m_2_3,6231,1.02,6276.0,0.14302103
2016-02-15,gut_mh_m_2_3,3967,0.73,4238.0,0.15158094
2016-02-14,gut_mh_m_3_3,11,0.0,11.0,0.0
2016-02-14,gut_mor_m_1_1,34,0.01,34.0,0.25882352
2016-02-15,gut_mor_m_1_1,19,0.0,20.0,0.0
2016-02-14,gut_mor_m_1_3,29,0.0,29.0,0.0
2016-02-15,gut_mor_m_1_3,34,0.0,36.0,0.0
2016-02-14,gut_mor_m_2_1,61,0.01,61.0,0.14426229
2016-02-15,gut_mor_m_2_1,49,0.0,52.0,0.0
2016-02-15,gut_new_m_100_3,19,0.0,20.0,0.0
2016-02-15,gut_new_m_100_4,20,0.0,21.0,0.0
2016-02-14,gut_nin_m_1_3,34,0.0,34.0,0.0
2016-02-15,gut_nin_m_1_3,23,0.0,25.0,0.0
